               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.095374,            0.036131,            0.067309,            0.013337,              0.5875,            0.074744,            0.020228,            0.055822,            0.022436,            0.054125,              0.0757,              0.0027,              0.0027
